N,P,K,temperature,humidity,ph,rainfall,label
20.02,90.03,35.55,31.53,83.06,5.91,50.17,mungbean
106.61,17.4,21.59,44.27,42.67,3.65,239.75,coconut
86.55,99.76,133.36,30.84,47.48,6.36,75.51,papaya
14.16,13.97,99.39,35.36,77.63,6.15,28.07,mothbeans
11.77,88.46,186.58,25.59,58.74,8.04,275.01,banana
98.14,108.54,77.64,12.11,58.76,5.18,269.43,rice
10.19,34.54,62.43,37.92,33.72,4.81,81.18,apple
115.06,122.83,105.15,11.22,76.71,5.04,238.46,coffee
98.87,9.25,96.19,34.52,23.27,5.32,33.43,pigeonpeas
11.39,123.13,73.89,10.8,14.25,7.09,99.82,jute
11.88,69.45,143.75,40.18,25.33,6.33,194.63,kidneybeans
138.13,35.46,156.91,15.52,31.42,5.52,233.69,coconut
52.4,23.73,175.6,28.0,32.58,5.75,22.91,mothbeans
51.89,138.46,199.57,30.9,63.64,5.73,111.34,jute
113.79,15.17,58.33,26.01,27.43,9.33,80.02,jute
132.61,32.87,148.22,21.93,64.13,4.9,299.66,banana
138.04,53.7,83.85,26.37,17.29,8.41,207.88,kidneybeans
105.47,91.83,140.42,20.9,21.78,7.75,133.59,wheat
52.68,81.27,100.2,25.33,50.71,3.53,41.18,chickpea
11.69,22.59,203.75,22.56,83.75,9.46,187.63,apple
108.8,45.56,150.78,29.82,78.77,8.04,199.68,mungbean
78.18,38.43,195.5,18.33,87.5,7.59,248.59,coconut
59.39,34.9,171.99,44.6,62.04,5.93,100.8,kidneybeans
126.89,62.56,185.58,27.53,64.07,6.83,294.8,apple
15.57,103.56,167.88,16.8,60.0,5.02,143.05,coconut
68.97,35.44,96.83,26.7,59.83,3.71,102.86,chickpea
1.59,56.34,55.36,40.32,21.77,8.52,117.57,cotton
65.61,59.73,79.06,10.76,53.5,8.88,165.48,orange
7.88,141.7,9.05,33.78,40.89,4.47,282.28,orange
16.63,138.65,109.8,29.18,45.4,8.22,225.84,orange
16.45,117.02,106.01,15.93,51.89,7.95,181.59,muskmelon
90.89,38.83,110.05,38.61,20.27,4.57,65.59,pomegranate
104.45,14.53,199.81,22.91,38.76,6.03,61.82,mungbean
81.67,49.37,187.29,20.28,15.08,6.04,160.62,banana
134.7,42.35,37.34,38.98,88.37,8.06,224.04,orange
52.48,75.83,78.78,32.35,19.48,8.53,230.28,jute
40.0,113.88,89.79,41.44,30.68,4.07,83.26,orange
121.6,125.17,77.11,32.05,81.3,6.88,48.03,mungbean
31.3,123.28,164.7,35.93,48.62,8.07,127.65,muskmelon
134.85,55.35,109.81,39.28,20.85,8.22,277.09,apple
1.7,101.21,119.42,11.92,40.74,4.39,172.7,wheat
135.78,48.8,175.6,37.16,19.27,6.65,109.63,cotton
6.04,13.53,166.19,31.48,26.02,8.65,110.62,jute
124.76,103.22,31.44,12.43,14.16,5.41,56.98,watermelon
73.88,6.38,147.78,27.8,45.06,6.05,152.5,jute
139.02,62.29,92.09,12.89,74.53,8.33,241.58,mothbeans
10.33,51.11,63.93,35.76,56.88,4.04,291.2,rice
77.54,102.07,15.0,29.13,58.51,8.66,160.45,wheat
135.7,112.27,102.45,43.38,26.05,5.37,66.82,chickpea
73.23,47.57,76.09,16.41,37.51,3.51,211.23,muskmelon
88.12,118.63,55.3,31.21,77.62,4.9,231.9,banana
97.4,46.15,143.93,17.41,17.03,4.04,40.08,apple
63.64,67.49,158.9,31.49,78.63,4.05,258.04,chickpea
87.86,106.78,53.96,35.29,48.7,7.66,252.21,muskmelon
81.8,102.01,14.89,35.28,76.97,4.78,152.31,mothbeans
126.16,143.23,174.75,38.53,35.44,9.11,176.92,coffee
6.36,36.52,6.99,39.87,37.11,6.6,219.75,mungbean
39.33,97.72,192.42,12.7,70.13,6.26,209.49,blackgram
133.06,90.36,130.52,22.01,72.8,6.11,24.63,grapes
124.64,133.11,69.37,34.05,28.37,7.66,54.28,coffee
63.79,26.89,54.3,27.45,87.83,6.21,65.53,blackgram
86.82,110.25,6.8,16.67,16.76,4.27,231.59,watermelon
38.83,84.56,52.09,29.34,15.48,8.78,143.22,cotton
26.34,43.45,32.55,24.26,57.64,6.07,172.74,chickpea
64.92,71.42,127.43,23.65,67.82,3.94,236.35,maize
49.47,51.73,38.31,38.34,86.87,6.68,115.48,jute
81.71,86.1,110.73,24.27,42.4,7.38,229.69,lentil
10.88,129.46,123.02,10.93,12.02,5.15,143.84,chickpea
136.42,84.7,64.61,12.03,58.23,8.3,125.61,orange
138.07,93.44,12.01,39.97,33.18,7.52,113.25,pomegranate
97.74,77.62,12.45,43.62,44.64,7.4,290.18,papaya
75.05,12.16,10.27,34.09,49.08,6.02,236.15,papaya
43.33,37.6,152.82,22.75,15.16,9.27,25.65,orange
113.93,73.88,68.6,42.85,48.88,5.15,288.08,mango
95.86,48.43,164.26,33.2,44.11,6.97,237.12,chickpea
22.77,30.45,91.35,39.55,67.0,5.35,61.77,maize
127.53,75.58,95.6,36.8,61.65,7.97,41.37,muskmelon
115.16,50.19,107.58,23.27,24.82,3.79,106.29,grapes
132.97,41.14,147.61,26.75,26.49,3.78,194.77,lentil
101.6,69.96,59.7,16.51,30.08,8.37,192.63,pigeonpeas
85.88,23.66,29.32,20.22,24.32,6.11,97.24,mungbean
58.55,134.88,116.21,37.23,62.58,5.55,144.79,muskmelon
130.58,126.48,70.4,41.29,89.55,7.15,79.33,lentil
121.25,104.07,93.5,35.36,62.17,7.71,34.16,jute
6.33,19.87,134.39,26.28,58.53,4.71,164.75,cotton
3.69,113.62,103.83,13.03,42.79,4.61,117.16,mothbeans
52.7,118.11,129.06,11.99,35.01,9.25,172.01,papaya
113.48,112.49,113.84,23.1,82.89,7.04,285.02,orange
138.22,20.96,152.96,26.23,87.52,5.84,60.14,mango
21.06,95.15,146.19,31.32,49.74,8.31,20.55,mungbean
83.18,121.81,111.84,10.23,33.22,6.65,41.53,grapes
53.32,85.83,140.78,44.64,71.61,4.95,149.56,blackgram
135.79,95.5,179.71,22.74,20.6,4.74,217.94,banana
117.9,69.17,91.45,39.68,71.25,5.88,182.61,pigeonpeas
117.37,79.02,87.55,28.72,75.52,8.66,158.57,coconut
65.62,9.81,157.85,14.57,19.99,3.87,119.11,jute
58.07,94.45,121.51,37.91,88.15,4.81,106.79,coffee
38.28,16.4,19.2,34.84,88.84,8.86,125.36,banana
7.89,65.9,183.42,28.46,84.94,4.23,191.26,papaya
121.06,45.97,11.16,28.01,49.68,7.28,66.97,banana
113.81,81.36,154.68,13.06,29.69,4.78,235.98,jute
139.96,23.68,156.76,32.95,56.56,7.14,181.07,jute
139.53,101.83,195.62,41.89,43.59,5.8,95.36,mothbeans
77.76,116.3,15.83,13.26,26.48,4.11,160.32,watermelon
107.66,27.87,124.37,19.22,43.89,6.99,289.58,muskmelon
132.27,19.6,90.57,41.58,63.11,7.6,25.74,chickpea
118.95,25.37,71.13,19.95,15.67,7.58,75.87,pigeonpeas
34.63,127.8,23.06,32.89,36.67,7.32,145.55,muskmelon
63.08,78.95,117.53,28.72,11.42,6.5,198.76,watermelon
18.08,70.42,100.81,30.87,69.96,6.62,79.42,wheat
133.57,19.94,25.91,24.55,61.26,7.31,280.79,maize
84.86,95.94,127.5,20.5,15.01,7.64,199.92,watermelon
32.01,126.52,152.59,11.7,87.18,7.43,265.68,mungbean
94.04,120.95,158.46,36.05,11.81,7.02,112.21,banana
86.54,92.65,186.07,36.11,57.2,4.44,252.11,jute
50.14,15.54,86.89,33.48,72.11,4.76,125.9,wheat
15.9,20.74,195.61,32.53,73.03,5.06,90.77,watermelon
94.02,11.9,178.09,18.53,12.74,9.02,275.26,mungbean
72.84,41.05,64.3,10.78,82.51,8.06,45.82,jute
108.12,23.99,36.86,38.31,83.48,6.82,284.01,pomegranate
72.82,41.41,92.08,27.19,54.91,5.01,148.38,apple
119.31,58.91,85.38,20.74,48.57,4.17,297.94,jute
77.27,137.02,120.14,13.57,13.59,8.89,171.09,cotton
78.53,90.45,121.68,12.2,54.96,8.86,232.1,jute
122.73,121.9,155.0,22.21,42.75,4.16,21.98,rice
56.49,104.45,106.98,38.17,71.82,8.28,159.07,coconut
18.76,20.75,25.96,42.16,42.31,6.18,226.49,coffee
4.03,108.03,176.66,41.39,64.69,5.44,239.19,watermelon
105.72,43.51,66.95,42.2,18.11,7.93,64.25,cotton
86.84,94.48,199.26,41.77,20.64,7.19,137.31,jute
98.57,52.73,28.57,28.45,21.18,8.18,137.34,wheat
29.81,144.67,196.65,17.68,13.64,3.95,49.02,lentil
19.09,41.9,23.2,37.93,53.31,5.41,144.05,coconut
2.04,44.08,51.21,17.48,73.52,5.42,245.99,pigeonpeas
49.08,135.29,14.32,19.35,58.83,5.48,104.05,maize
82.59,8.45,146.02,18.16,56.0,6.51,141.12,mango
54.91,102.54,175.06,28.02,64.45,5.2,289.07,watermelon
61.25,106.55,91.81,21.26,37.17,6.17,28.88,pigeonpeas
126.58,122.09,190.7,15.4,38.96,5.71,185.63,blackgram
48.76,141.42,123.06,25.86,35.14,7.91,228.16,lentil
71.96,141.58,131.0,40.59,66.97,7.12,233.05,blackgram
109.71,14.14,174.08,29.97,22.93,7.42,220.46,orange
55.52,120.06,64.36,40.74,11.04,4.76,223.41,blackgram
87.09,95.48,75.85,16.86,57.7,5.45,36.52,orange
120.73,95.63,186.19,15.84,85.39,3.63,169.56,blackgram
132.93,22.97,185.19,30.15,58.75,4.15,239.23,kidneybeans
20.59,96.03,200.3,26.22,72.63,5.09,46.34,mango
129.72,142.55,185.37,33.11,63.82,3.89,23.37,banana
68.9,132.65,30.47,37.81,49.79,7.12,248.08,blackgram
36.15,66.48,169.74,36.3,67.47,9.49,219.44,papaya
64.28,10.59,86.97,42.98,75.93,4.1,135.42,coconut
137.2,55.72,203.16,23.94,27.98,8.43,283.31,rice
68.97,120.69,99.46,17.22,36.89,4.21,234.65,pomegranate
46.03,103.21,115.77,29.28,27.9,7.52,291.0,kidneybeans
88.68,69.31,110.95,13.88,46.17,7.36,280.21,mothbeans
33.62,12.71,69.35,20.11,80.81,8.92,154.76,mango
10.62,64.77,20.0,17.28,37.62,4.18,231.32,coffee
18.04,70.66,184.13,23.88,39.96,5.39,207.37,pigeonpeas
17.93,135.0,165.54,13.89,78.83,4.04,247.2,mango
21.27,94.75,32.91,11.11,51.23,5.94,240.55,pigeonpeas
19.44,48.63,160.35,32.99,52.84,8.97,62.9,watermelon
89.72,78.54,130.17,31.36,78.86,8.19,85.45,mungbean
25.46,14.25,86.83,34.79,49.24,7.84,94.4,pomegranate
48.39,141.16,55.8,33.11,64.52,6.7,249.18,lentil
125.55,55.41,176.95,14.0,16.85,8.8,247.01,blackgram
66.35,71.9,145.04,20.19,24.29,6.2,158.69,chickpea
93.46,54.74,114.55,14.53,42.35,4.4,182.63,grapes
24.12,100.55,126.91,39.5,49.59,8.53,251.54,chickpea
26.92,97.71,23.21,36.14,87.26,5.18,107.53,watermelon
5.72,105.15,99.78,17.05,87.65,3.82,34.05,cotton
23.65,42.54,43.74,21.95,78.1,4.26,155.13,lentil
39.0,49.19,46.68,43.83,35.25,7.15,275.84,grapes
24.78,22.54,137.26,30.8,87.12,7.14,241.33,pigeonpeas
12.42,96.77,187.25,38.04,65.15,5.06,122.65,muskmelon
16.89,10.57,85.75,19.26,41.44,7.86,38.14,banana
64.51,88.68,46.55,17.35,66.13,8.14,198.34,chickpea
28.89,126.76,134.75,37.44,11.32,9.02,253.66,rice
51.0,129.72,179.24,34.01,21.69,7.01,206.19,chickpea
70.48,67.87,154.66,33.83,76.37,8.18,139.02,mango
96.66,69.3,178.75,29.34,61.65,8.02,54.54,mothbeans
5.5,15.78,112.31,29.73,39.14,5.05,275.02,watermelon
111.92,98.91,155.38,35.75,50.05,5.36,97.27,pigeonpeas
87.91,119.98,33.01,19.45,82.41,6.37,82.8,grapes
11.45,39.25,74.65,22.35,60.53,3.61,248.47,orange
122.3,63.98,82.91,40.51,41.85,5.28,294.74,chickpea
128.92,122.44,107.26,20.81,19.63,6.34,204.84,rice
8.55,127.8,190.82,29.12,33.5,4.15,194.95,maize
38.76,39.05,179.86,34.59,88.27,4.26,109.44,mango
112.87,82.08,31.91,45.0,44.99,6.28,25.72,orange
104.76,31.95,39.56,25.24,47.75,7.89,73.7,chickpea
25.83,19.26,76.53,24.98,49.89,8.5,183.64,chickpea
29.31,132.56,63.15,39.49,80.73,6.78,62.37,pomegranate
51.87,119.87,127.95,38.19,58.31,6.35,267.47,grapes
67.83,111.4,185.56,35.59,65.49,5.81,72.68,mothbeans
86.56,11.83,197.46,26.21,41.15,4.66,166.19,maize
51.65,123.12,135.72,21.34,12.33,4.38,163.36,mothbeans
64.75,66.33,172.63,31.31,84.48,8.25,189.1,mungbean
104.65,52.94,110.04,40.67,85.93,6.29,111.68,banana
5.14,81.51,46.67,40.93,85.93,8.24,264.59,mothbeans
35.34,17.79,109.94,13.8,85.49,7.72,144.4,muskmelon
99.87,110.93,116.02,24.99,75.22,4.66,216.04,apple
125.33,86.54,153.49,26.27,64.77,6.56,198.06,jute
71.63,31.12,48.98,44.22,77.56,6.16,52.8,chickpea
74.5,31.35,78.66,33.73,58.04,6.04,194.34,apple
15.0,30.79,77.81,24.25,20.75,6.76,174.2,orange
62.64,12.98,196.89,10.91,41.3,9.39,271.61,chickpea
74.57,87.29,93.79,29.79,87.7,8.38,266.65,apple
33.95,122.65,156.02,13.36,38.09,8.92,62.27,watermelon
37.69,7.45,155.16,39.21,79.43,3.68,42.87,jute
52.82,11.86,58.11,36.34,17.46,4.34,102.49,apple
2.81,85.19,119.37,26.12,36.73,4.01,296.25,mango
45.09,119.73,183.86,25.02,38.08,5.08,26.04,maize
29.6,50.74,100.04,41.41,14.13,6.15,208.41,banana
45.85,53.95,194.02,20.1,19.53,7.35,190.38,apple
16.77,88.49,47.89,18.72,25.45,6.5,201.04,jute
124.67,43.39,19.83,42.87,77.03,8.92,81.12,jute
83.1,8.73,183.29,38.32,15.07,9.14,83.48,mothbeans
95.07,107.93,174.54,38.72,33.9,4.48,140.58,mothbeans
110.48,92.59,203.52,16.83,10.81,8.62,46.84,pomegranate
69.78,86.31,140.88,15.02,65.65,6.39,40.89,muskmelon
12.17,108.84,192.34,10.91,59.62,6.22,44.74,chickpea
75.19,99.53,170.39,18.3,61.6,8.21,180.43,muskmelon
82.16,33.82,173.89,37.1,39.95,4.06,131.37,kidneybeans
104.36,54.35,118.83,18.4,26.66,8.79,102.21,papaya
60.43,22.66,81.47,35.52,67.63,7.53,108.43,jute
17.86,23.18,191.91,18.82,74.89,8.75,78.04,grapes
39.73,99.67,91.42,23.84,21.09,9.47,135.22,mothbeans
50.83,125.2,112.76,44.41,48.95,6.61,76.86,blackgram
90.43,139.78,94.22,18.57,29.9,4.06,215.45,mango
79.91,92.97,117.96,23.17,23.45,4.5,54.7,muskmelon
49.85,30.77,99.1,20.54,68.75,5.44,285.51,cotton
138.11,19.79,14.59,13.84,53.05,4.12,45.15,chickpea
84.81,118.8,181.41,27.15,27.29,8.39,284.17,mothbeans
33.21,86.03,93.88,23.25,34.8,5.28,253.32,maize
14.25,91.56,122.79,34.32,87.33,9.36,210.6,coconut
21.4,114.4,32.84,38.62,77.89,7.72,275.44,watermelon
34.43,103.46,5.68,29.05,80.4,4.54,58.98,cotton
22.5,121.82,54.06,11.13,46.8,6.36,69.37,grapes
26.12,12.87,145.92,31.66,59.9,6.3,90.6,mothbeans
39.91,109.65,24.84,11.94,40.14,6.46,88.55,orange
24.27,124.12,186.78,31.57,16.22,6.71,107.04,kidneybeans
125.55,45.06,48.0,33.98,42.09,3.69,181.18,cotton
11.23,94.66,45.92,16.92,57.52,7.62,27.89,coconut
73.43,48.98,41.3,38.68,32.97,6.42,127.04,mungbean
57.46,139.12,7.8,41.89,77.84,8.25,88.99,coconut
137.53,9.68,159.36,38.46,22.09,8.39,189.86,orange
15.69,86.17,180.01,20.68,39.37,4.88,295.85,cotton
55.7,28.31,127.83,30.53,19.99,3.79,164.94,papaya
135.73,104.71,42.64,42.02,42.39,7.72,139.19,coconut
121.17,29.62,62.06,21.22,13.17,9.37,123.11,maize
114.39,37.95,100.19,38.7,31.8,6.18,239.79,coffee
36.11,74.21,195.87,10.33,42.06,5.06,40.15,pigeonpeas
23.92,133.08,54.47,10.13,48.25,4.44,288.74,orange
93.61,34.64,151.33,36.59,53.5,5.22,137.02,watermelon
130.11,25.19,92.89,36.65,32.0,5.47,107.84,grapes
77.95,111.26,64.57,37.61,51.84,6.04,292.74,cotton
80.03,75.09,96.18,42.55,50.72,7.43,282.05,jute
39.2,132.65,19.24,14.13,35.29,5.14,199.74,mungbean
107.73,25.53,164.74,18.12,76.42,3.81,25.18,pomegranate
26.19,95.43,53.66,41.63,53.65,5.74,229.59,pomegranate
45.32,37.6,150.08,16.2,36.58,8.63,113.96,banana
59.56,26.95,18.67,33.88,85.79,6.49,128.72,muskmelon
71.07,100.68,196.02,28.57,77.61,9.29,64.45,mothbeans
33.94,88.12,43.6,12.91,88.61,6.52,166.57,maize
16.08,110.68,181.55,19.98,65.38,5.16,228.47,wheat
85.49,48.32,166.89,28.21,40.26,4.66,96.44,maize
40.41,67.72,198.57,39.83,32.47,7.67,282.85,mungbean
81.37,61.77,100.58,34.76,63.07,6.72,74.53,coconut
21.61,142.77,150.48,31.77,88.47,7.12,38.55,mungbean
67.36,45.91,79.14,27.36,60.14,8.03,200.42,chickpea
74.56,46.27,41.87,20.45,80.53,7.86,257.81,coffee
7.26,54.64,93.62,14.17,36.33,3.76,286.88,mango
47.12,84.04,38.15,24.32,42.56,8.32,234.81,jute
18.82,40.33,201.41,11.0,82.5,6.7,75.9,apple
8.87,133.14,24.25,17.39,70.55,5.85,293.75,jute
138.59,42.2,122.84,25.14,88.51,6.73,277.44,orange
45.13,130.41,130.29,24.65,71.98,7.17,65.69,kidneybeans
113.38,19.49,112.62,11.55,45.88,4.4,176.46,banana
35.65,96.92,137.44,30.62,52.49,6.0,175.54,wheat
95.41,131.98,28.24,29.24,82.04,5.51,143.91,lentil
106.43,28.62,116.0,12.73,54.13,5.6,295.6,mothbeans
83.39,140.57,62.44,43.01,30.43,4.05,36.69,watermelon
66.02,68.4,193.04,13.48,44.85,4.46,195.62,jute
57.66,137.4,157.41,39.92,51.31,4.47,77.49,mothbeans
48.84,99.75,199.5,10.01,17.74,5.74,167.65,watermelon
130.13,47.22,12.51,40.88,69.5,8.87,238.33,muskmelon
116.29,31.36,62.03,10.69,18.75,4.74,89.08,jute
135.1,47.52,44.08,36.52,42.39,6.0,130.14,rice
17.4,18.02,7.23,22.66,74.37,5.37,286.22,watermelon
102.32,25.14,53.47,35.84,47.41,8.22,233.21,maize
131.37,19.65,140.76,24.06,77.36,3.8,180.36,lentil
25.37,64.21,51.22,12.48,37.35,4.68,82.16,muskmelon
9.31,116.38,106.8,36.86,86.61,4.76,139.09,wheat
103.76,24.79,182.56,12.49,26.76,9.46,236.74,apple
80.43,23.24,143.75,42.27,13.06,6.92,249.75,rice
117.86,95.08,83.93,11.78,79.79,4.33,88.49,chickpea
19.57,32.61,79.49,26.78,70.18,5.13,205.38,pomegranate
111.34,18.67,96.15,35.31,28.56,4.51,46.6,apple
28.23,28.36,40.41,23.76,88.78,4.25,26.5,wheat
22.91,134.32,131.8,17.6,50.18,8.28,173.63,rice
23.0,120.01,77.83,36.57,86.09,6.47,82.83,pigeonpeas
114.04,54.57,175.47,37.45,50.4,7.29,42.1,pomegranate
93.13,96.81,156.31,42.29,47.75,5.49,224.35,chickpea
73.23,80.22,127.1,23.17,45.93,6.82,159.43,pomegranate
50.24,99.8,77.84,27.72,36.79,5.05,242.96,kidneybeans
122.81,100.57,46.99,22.71,52.7,5.35,205.9,lentil
54.94,93.02,160.23,19.0,46.2,7.41,224.35,kidneybeans
114.32,42.25,102.28,36.29,12.94,4.4,106.06,jute
61.48,10.46,49.95,21.89,30.83,7.2,93.72,jute
52.77,68.78,44.03,24.99,27.05,8.61,188.24,maize
64.78,129.74,38.08,24.13,79.39,4.22,76.02,pigeonpeas
42.19,84.73,160.43,34.94,57.91,8.88,248.32,mango
104.67,121.53,50.8,42.12,71.09,3.98,166.42,muskmelon
70.38,143.83,110.33,33.34,86.55,5.59,83.56,mothbeans
32.51,27.91,95.31,26.51,61.52,7.16,195.05,orange
125.94,101.85,120.92,37.27,88.61,6.86,284.61,maize
53.74,99.4,180.43,32.43,34.94,4.08,42.99,pigeonpeas
76.1,142.19,178.55,12.12,24.9,8.29,50.62,lentil
126.91,142.98,95.22,13.35,42.26,9.34,256.27,muskmelon
87.39,101.14,8.07,11.33,47.66,4.59,50.69,mango
16.37,39.11,90.29,25.99,81.63,8.87,31.03,blackgram
131.58,116.8,126.24,38.9,54.8,6.84,117.42,muskmelon
87.88,19.98,116.55,20.96,33.37,9.12,150.68,pomegranate
46.89,114.3,135.27,23.45,69.41,4.56,179.44,blackgram
19.5,132.43,35.82,41.83,50.47,8.25,162.04,lentil
111.16,58.6,134.31,39.29,22.97,3.86,275.69,pomegranate
86.81,93.29,41.53,33.28,56.15,8.8,235.23,cotton
74.68,65.22,155.1,19.34,82.91,7.54,295.47,jute
125.14,66.29,72.82,14.1,77.41,5.72,153.41,watermelon
110.4,48.45,146.98,10.56,56.94,4.64,43.61,cotton
21.23,111.7,14.57,13.75,40.17,8.4,287.55,mango
43.64,136.06,86.57,20.24,16.96,7.12,21.15,apple
34.79,136.71,146.01,29.31,47.57,5.66,237.31,chickpea
104.15,29.47,50.37,12.24,70.17,6.16,28.76,pomegranate
4.69,127.46,164.06,14.77,38.82,8.46,233.14,rice
79.78,108.24,131.16,16.34,28.84,5.53,282.62,rice
106.74,40.4,122.51,32.12,84.51,4.04,128.99,maize
122.75,14.42,75.71,31.55,75.72,8.97,87.47,coffee
47.89,42.52,101.49,29.28,61.06,5.82,83.36,watermelon
114.98,132.71,124.47,18.77,20.94,5.59,157.68,rice
15.49,93.65,99.49,22.99,21.59,4.73,67.85,coffee
118.5,105.95,144.66,13.38,18.26,8.88,208.42,muskmelon
17.85,41.0,91.74,17.93,59.3,4.81,123.14,apple
55.62,105.71,45.45,41.42,19.25,7.32,110.47,blackgram
111.62,8.94,47.79,44.29,77.41,8.78,149.16,kidneybeans
20.99,57.54,6.16,32.67,89.44,3.71,171.92,pigeonpeas
32.1,92.75,65.19,42.09,39.31,8.47,59.74,watermelon
101.12,25.45,154.78,32.5,46.29,5.96,218.17,blackgram
100.81,120.22,163.83,11.16,66.93,7.45,267.23,maize
89.76,37.9,45.49,44.89,84.97,5.73,97.84,papaya
97.15,96.32,196.81,13.46,81.53,7.67,70.51,cotton
75.98,61.73,105.48,33.89,14.61,5.03,232.94,mango
35.25,88.45,188.4,18.85,23.53,3.63,71.39,mango
48.4,20.04,146.35,23.72,70.37,9.19,31.55,coffee
25.42,7.37,149.49,32.61,65.11,3.6,193.39,maize
127.18,132.34,22.01,25.28,20.66,8.44,87.13,coconut
81.67,42.75,49.0,18.77,50.17,4.51,68.11,grapes
56.12,119.75,6.76,21.71,72.47,5.85,294.85,wheat
64.68,144.91,148.23,21.95,27.5,8.43,101.72,lentil
132.62,34.6,73.89,43.58,79.7,4.74,272.96,blackgram
21.47,42.12,162.33,37.95,14.24,8.69,69.9,mango
82.07,97.8,72.79,26.05,72.58,6.49,249.31,pomegranate
70.82,140.16,168.87,16.99,59.27,5.7,160.57,wheat
85.6,133.21,31.14,38.39,35.22,7.47,42.01,muskmelon
2.54,75.4,39.67,15.5,67.67,5.55,225.41,kidneybeans
122.1,116.32,73.18,17.37,72.59,5.58,269.78,rice
130.5,24.0,86.7,22.81,84.71,7.9,65.64,mungbean
79.12,141.84,74.74,40.81,39.42,5.36,223.17,jute
97.53,140.01,157.73,14.61,64.88,4.7,144.61,muskmelon
129.15,27.92,24.39,14.28,58.21,8.35,231.08,grapes
99.01,46.92,75.24,27.29,52.02,8.33,219.9,wheat
21.36,19.02,172.45,19.67,81.23,6.49,27.45,orange
80.68,43.04,18.36,29.91,10.25,6.66,70.04,cotton
84.94,119.23,193.47,25.81,32.57,7.68,151.89,mothbeans
59.38,57.96,202.26,25.22,53.06,6.56,281.41,banana
103.1,17.38,22.71,13.92,24.26,6.0,115.78,watermelon
130.81,52.91,63.25,14.94,82.63,9.47,196.08,jute
129.58,142.39,79.48,38.74,61.81,4.39,23.38,wheat
63.12,93.16,160.28,41.01,48.23,7.06,219.12,jute
15.85,63.26,124.19,18.21,75.18,8.82,188.86,apple
137.88,28.32,133.87,13.97,46.07,7.62,220.31,pomegranate
117.45,143.06,156.5,11.87,54.69,8.79,273.3,wheat
17.45,119.92,28.6,31.29,10.22,5.52,61.02,papaya
128.92,44.41,171.64,35.04,39.26,5.13,93.25,kidneybeans
121.79,14.81,146.12,23.05,21.1,8.61,298.82,apple
72.64,12.93,120.47,33.79,65.18,5.86,63.76,muskmelon
82.78,21.85,182.95,34.95,48.32,7.76,221.78,mango
55.86,86.31,145.06,42.74,34.14,4.39,223.02,mango
7.67,135.03,45.34,12.27,47.43,8.04,211.24,mango
46.93,74.54,90.95,16.73,26.77,6.79,83.68,kidneybeans
112.4,123.01,103.81,12.4,84.01,5.11,80.24,kidneybeans
0.65,67.42,16.04,40.38,14.32,6.47,206.58,coconut
46.69,104.2,195.93,37.74,79.23,7.68,72.15,papaya
55.74,107.46,30.72,30.11,50.91,3.57,205.24,mothbeans
75.24,29.35,144.49,12.93,59.52,7.32,157.91,pomegranate
128.78,55.57,106.25,19.57,34.21,6.75,128.26,coffee
48.49,94.22,10.13,20.42,87.34,4.82,104.07,rice
48.57,14.9,189.95,29.63,32.55,8.02,285.32,mothbeans
103.25,55.62,175.37,19.03,57.11,5.32,162.27,maize
63.31,79.87,109.85,12.55,89.47,5.16,177.15,mango
31.44,144.47,50.79,35.58,80.49,6.33,285.79,maize
63.34,71.43,29.32,20.47,52.91,7.56,203.09,pigeonpeas
19.72,119.25,77.68,25.83,89.23,9.07,288.2,jute
24.69,65.49,56.09,14.47,66.11,4.35,49.78,watermelon
69.77,116.49,106.34,38.09,26.7,5.88,257.06,chickpea
58.65,88.36,198.28,29.79,42.45,3.9,113.92,kidneybeans
128.08,129.12,119.99,41.56,36.76,8.05,246.94,maize
50.74,62.53,182.99,27.34,37.52,6.19,259.58,papaya
81.28,89.6,135.18,42.95,70.84,7.74,96.02,cotton
88.52,93.2,100.05,41.22,56.74,5.43,134.47,muskmelon
1.83,63.43,175.92,30.18,13.05,8.57,223.28,apple
92.9,25.2,99.27,42.69,80.2,6.71,47.74,blackgram
24.93,18.1,178.73,21.31,33.74,9.16,231.55,jute
134.55,7.33,63.32,22.8,89.77,3.97,50.93,blackgram
20.81,127.29,30.76,11.59,86.34,6.59,276.05,grapes
58.05,38.11,176.06,30.62,85.24,8.1,97.38,coffee
11.95,34.61,122.48,35.27,74.89,7.1,181.17,pomegranate
139.56,108.04,182.82,37.07,27.65,3.64,52.8,lentil
70.31,49.8,192.57,15.24,52.61,9.33,95.46,coffee
83.35,75.85,15.73,25.55,27.94,5.29,133.11,kidneybeans
9.39,27.75,105.19,16.19,30.77,5.0,156.37,coffee
104.99,139.36,79.99,33.17,58.88,6.41,20.02,chickpea
29.39,124.22,130.17,15.53,13.27,6.75,268.82,pomegranate
125.73,125.93,163.72,41.65,87.56,8.1,22.15,pigeonpeas
28.72,61.95,61.12,18.07,83.49,5.86,236.63,wheat
26.7,111.73,116.36,20.2,40.46,6.14,151.76,maize
5.12,25.14,146.75,39.78,51.23,6.71,166.69,orange
66.09,6.21,31.89,26.05,47.29,5.87,78.31,orange
79.08,7.8,167.81,10.84,80.58,8.99,190.06,mothbeans
9.2,87.12,126.22,27.31,65.09,8.61,170.42,cotton
